"N","Cab","Car","Anth","LMA","EWT","alpha","Cbrown","Cs","Prot","CBC","Cx","rho_thermal","tau_thermal","Vcmax25","BallBerrySlope","BallBerry0","Type","kV","Rdparam","Kn0","Knalpha","Knbeta","Tyear","beta","kNPQs","qLs","stressfactor","fqe","spectrum","rss","rs_thermal","cs","rhos","lambdas","SMC","BSMBrightness","BSMlat","BSMlon","LAI","hc","LIDFa","LIDFb","TypeLidf","leafwidth","hspot","Cv","crowndiameter","zo","d","Cd","rb","CR","CD1","Psicor","CSSOIL","rbs","rwc","z","Rin","Rli","Ta","p","ea","RH","u","Ca","Oa","startDate","endDate","LAT","LON","timezn","tts","tto","psi"
4.37050003604963,31.0918233775221,11.9864064152353,6.00194089324214,0.0452280944678932,0.0872331447899342,24.8841332970187,0.971923231845722,0.61755708605051,0,0,0.775144523009658,0.01,0.01,218.143394356885,12.1525844088756,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.1461534993723,4.63759650778957,-0.601268170401454,-0.63012128835544,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.13056466425769,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,9.02996459277347,22.4224119004793,47.5356478337198
2.86000246857293,34.3171199031471,6.60781729384325,5.37663306668401,0.197438484430313,0.142935484461486,8.89506900217384,0.148329265182838,0.0359745910391212,0,0,0.421495128655806,0.01,0.01,167.624126211333,9.56950971484184,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,5.17797526866198,0.776009818539023,-0.814905550796539,0.63820179970935,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.916768338065594,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,12.5874824915081,18.896134311799,6.23803047928959
3.5327119063586,62.5942349338546,12.2483235376421,4.23020014236681,0.0236748075578362,0.0533163077197969,31.8369136657566,0.359722410095856,0.959084400907159,0,0,0.541289611253887,0.01,0.01,1.12820513837505,17.8664614341687,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,2.9648839017842,4.33595912507735,0.643504113424569,-0.912118207197636,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.571676845196635,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,5.66778928041458,19.9713514395989,98.021251084283
3.21790020586923,72.8767085759402,22.6515301153995,4.64216968487017,0.118928771046922,0.0642640139441937,41.4245839510113,0.839937329525128,0.165900687454268,0,0,0.477016648743302,0.01,0.01,92.4129336954211,19.7799789882265,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.55322645588312,3.90922386595048,0.974789582658559,-0.121980304829776,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.138000634033233,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,12.7521256485488,29.1778791742399,67.4857740243897
1.80877404799685,88.0441954279861,12.524933606619,5.22838772577234,0.138456405466422,0.0255509892944247,28.8062213128433,0.773567674448714,0.308889070292935,0,0,0.279610568890348,0.01,0.01,135.735698442033,14.3237518919632,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,3.64042868274264,0.693369478336535,0.680285637266934,0.849572773091495,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.103724188171327,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,7.86974744405597,19.9085302243475,173.674766756594
4.19947491120547,73.3050677989252,17.5876702473033,3.12521299836226,0.104242181405425,0.180113810207695,31.7475093109533,0.0636751404963434,0.405688844621181,0,0,0.515572600066662,0.01,0.01,2.91065478842938,2.8921262754593,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,2.58915226431564,2.18837594869547,0.237680485006422,-0.885632204823196,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.174399258568883,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,4.61775125702843,16.842363862088,98.9415370300412
2.23826320306398,63.0699153138855,1.44775069202296,1.45059288898483,0.0801375296432525,0.193383968807757,24.9208366451785,0.445811610901728,0.449636347126216,0,0,0.187748218188062,0.01,0.01,102.536095426942,18.6375195411965,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,6.26403218992054,0.645764832268469,0.886482511647046,-0.787411487661302,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.622577616013587,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,13.2884332502726,18.8917492108885,110.256351898424
1.62617860059254,40.6414805214956,17.2327729407698,1.81956059718505,0.0842648049350828,0.0720364057924598,45.8869417430833,0.40313022187911,0.564989476231858,0,0,0.450764732202515,0.01,0.01,150.877119898796,12.8649980097543,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,3.41179925734177,0.792390006128699,-0.380608535837382,-0.439884799998254,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.6287437886931,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,1.72240322339348,21.3738403574098,12.765147392638
2.4837621578481,30.2311415523359,19.9698818963952,3.03648128919303,0.105836802953854,0.103564533637837,15.8930181059986,0.290336176520213,0.553571525495499,0,0,0.0380753460340202,0.01,0.01,58.3827668323065,10.4152242520358,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.59157662980724,0.686697141849436,0.964567727874964,0.86114127933979,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.203921902459115,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,4.71259638550691,28.2505704718642,140.235364548862
4.36351094744168,63.0544522680309,0.471375812776387,0.690503211691976,0.137773849675432,0.0562149395700544,51.7836067965254,0.343784946016967,0.857247839448974,0,0,0.539847522275522,0.01,0.01,34.4018805945525,13.5273762491997,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,5.69080899495166,3.63585214142222,-0.764466548804194,-0.0311403903178871,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.315651372540742,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,7.68122186651453,18.5029183351435,154.323795516975
4.16861794819124,48.0970509830143,0.920364295598119,0.231928776251152,0.196753437910229,0.0327318272553384,53.5785411950201,0.932246992597356,0.426676009548828,0,0,0.470251198858023,0.01,0.01,208.108790751081,1.47853227332234,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,1.07665244981181,2.52575146046001,-0.185827100183815,0.532449094578624,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.239580831490457,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,10.8902654796839,16.4735978131648,156.182399564423
3.5784102184698,33.5748291294116,14.4455558038317,4.433860512916,0.102970720641315,0.17023994862102,4.63952472433448,0.300576086388901,0.515369128203019,0,0,0.0653644949197769,0.01,0.01,205.587194260268,7.20835126494057,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,6.10051087951288,4.033045750577,-0.872826097067446,0.807870897930115,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.695380694698542,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,13.0202458484564,27.0601440221071,56.6710393410176
3.42152044130489,38.7951629773884,19.7508964862209,3.76396823208779,0.0984908252954483,0.0845535290893167,42.0798082463443,0.910908772144467,0.529928339645267,0,0,0.0567394501995295,0.01,0.01,82.8741208989522,6.78312017489225,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,1.52365137070883,2.99299502640497,-0.00451632309705019,-0.887155389413238,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.0142263371963054,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,3.91412966768257,19.462035294855,7.91495752986521
4.48280932987109,58.4376938654738,18.3815258322284,5.75276270951144,0.0585126467980444,0.173509907862172,50.8008836349472,0.00294710951857269,0.449309248477221,0,0,0.315303939394653,0.01,0.01,2.52298637665808,5.54009790346026,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.3580377246486,0.57082088442985,-0.930681331083179,0.738690941594541,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.472192023415118,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,14.3869503471069,28.016074084444,134.144942946732
3.46711739734747,47.884316647005,6.71344297588803,4.63055425439961,0.0319888588041067,0.124295353516936,40.104628871195,0.297416351269931,0.326512924861163,0,0,0.316716270754114,0.01,0.01,56.0926655806252,6.40525180497207,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,0.195216895081103,1.33055576228071,0.486497828736901,-0.513551171403378,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.188485279679298,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,14.8741109913681,16.3671829202212,22.7606530906633
3.62559140450321,53.7885247502962,20.1341606094502,3.27775063505396,0.066539544146508,0.150391059508547,45.2529227687046,0.278635356808081,0.865665603196248,0,0,0.366330619435757,0.01,0.01,112.385620300309,2.37807046459056,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,1.54809810423758,4.85143212624826,-0.914119424298406,0.582701005972922,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.759887306019664,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,4.33385644108057,15.1038536068518,6.22078429441899
3.13219807413407,67.9908950664208,10.6233219441492,6.00965392845683,0.0586604425683618,0.00550039303489029,46.7309740651399,0.0950544208753854,0.810084528289735,0,0,0.118595272768289,0.01,0.01,131.750082539977,16.853635603562,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,5.11871411360335,1.06599039316643,-0.534490586724132,0.959353486541659,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.0566930794157088,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,13.1674176966771,19.1978905128781,83.520035399124
3.28242606134154,48.8788810762746,4.13037982070819,5.42122407932766,0.0730481800157577,0.117452341457829,22.7549147279933,0.897299468051642,0.99213361251168,0,0,0.715584288816899,0.01,0.01,37.1603247696185,2.48493183916435,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,5.4441825585207,4.51220295659732,0.0316772935912013,0.362632122822106,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.0540193333290517,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,6.78254332859069,19.2132281977683,70.2508290996775
2.36747921188362,22.7192509583525,15.1011892361566,2.67635455541313,0.0951564368326217,0.00895039974711835,21.2658483535051,0.57389899622649,0.432882545050234,0,0,0.539617149159312,0.01,0.01,138.062137196481,14.9257734843995,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,2.66455645135138,2.55169452051632,0.911103880498558,-0.244434838183224,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.192134895129129,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,5.91687984648161,17.3273097875062,144.573556878604
1.94134094193578,21.7594841468338,20.6440089037642,6.90930840466172,0.0749218960758299,0.188926226459444,29.5273067755625,0.319581044605002,0.465956693515182,0,0,0.582142136059701,0.01,0.01,217.6383341045,8.52175766788423,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,3.9610717771342,0.96219533844851,0.737948928959668,-0.584126066416502,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.758894949220121,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,14.3499767943285,15.4273866664153,94.8603258468211
4.38907269760966,46.7343013554141,19.5237731852103,1.49534282647073,0.0853458554018289,0.0898503448814154,3.44037442468107,0.96069590956904,0.479457567445934,0,0,0.90229184506461,0.01,0.01,237.899894083617,19.1281325090677,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.47466892395169,2.8911989183398,-0.0926857846789062,-0.84479517582804,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.556635229149833,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,12.7919800300151,18.2564364653081,54.0462434710935
4.2068971353583,50.6305200918798,2.03692248323932,6.81402713758871,0.0452232177834958,0.0312188336160034,41.2419693963602,0.267943950835615,0.880598827730864,0,0,0.224048187723383,0.01,0.01,58.914334255096,18.0023086508736,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,6.11892879374791,1.44785603275523,0.276597914751619,0.582721728365868,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.0324800657108426,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,5.15232548117638,29.5030835014768,15.9115052595735
3.57211583526805,32.6355190545755,1.76895920885727,3.15642081038095,0.0111339750699699,0.11310473899357,57.471519545652,0.864166575949639,0.515323045197874,0,0,0.834087156457826,0.01,0.01,53.0540203144192,8.32092926185578,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.17391215208918,0.519199839909561,0.0562551817856729,0.288966986816376,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.653878822224215,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,2.91659412556328,18.8425431889482,132.70653359592
3.88640225306153,80.3298120338392,23.9740004413761,2.17233395669609,0.171722280979157,0.174478347459808,44.7320251492783,0.252660981845111,0.686581243295223,0,0,0.802063208306208,0.01,0.01,206.429503472871,10.9069033116102,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,0.477024953113869,3.12134876090568,-0.946652214974165,0.776928395032883,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.492686858866364,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,2.34271570807323,23.3307006116956,147.793724276125
1.57384105352685,34.6402085381444,2.25731892860495,6.01451010419987,0.11224743113853,0.0126154976896942,9.83876308891922,0.0175521061755717,0.176898759789765,0,0,0.192731483373791,0.01,0.01,223.970670263167,16.1061870497651,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,1.87464564347174,4.23310699150898,-0.532146787736565,0.63846407039091,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.237179919844493,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,11.123105721781,18.3910476125311,28.1898791575804
2.93338791327551,28.9497344132253,5.30628130654804,4.95398146566004,0.1074749563355,0.191354357637465,2.59562297724187,0.190857887733728,0.469691254664212,0,0,0.890010776231065,0.01,0.01,80.4571230396396,18.8393634352833,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,1.67588959953282,3.39001156052109,0.0683374032378197,0.542033883277327,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.681001041317359,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,9.54569099354558,25.0441726343706,109.330536201596
3.7753786125686,26.3440098643504,10.9800898237154,3.89877102267928,0.123386476235464,0.172278699185699,30.5140686314553,0.0168901539873332,0.68629161012359,0,0,0.0167412867303938,0.01,0.01,158.534278410487,7.96154834679328,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,3.27826793044806,4.8477889833739,0.83766352571547,0.534799634944648,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.0598276224918664,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,0.315678517799824,26.2028328026645,126.667270394973
2.14922380750068,85.2404180688573,19.446787214838,1.68891736539081,0.0439482836518437,0.104355047782883,55.661865756847,0.55804787366651,0.0273731041233987,0,0,0.100375005044043,0.01,0.01,138.247766314249,6.19666021852754,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,4.94976358320564,1.02613299980294,0.866403196007013,0.760622097179294,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.213348465971649,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,14.8693525011186,22.5997332448605,83.215771811083
2.45454302290455,50.6905534264304,21.2851989839692,3.6707882701885,0.103918202919886,0.167551995022222,55.0742993596941,0.570173281943426,0.352749499725178,0,0,0.418624768499285,0.01,0.01,54.5458976730588,6.4058757617604,0.01,"C3",0.64,0.015,2.48,2.83,0.114,15,0.51,0,1,1,0.01,1,500,0.06,1180,1800,1.55,25,0.5,25,45,5.82690929253586,3.36151106236503,-0.251797315664589,-0.376626002136618,1,0.1,0,1,1,0.25,1.34,0.3,10,0.35,20.6,0.2,0.01,10,0,5,600,300,20,970,15,0.766612872947007,2,410,209,"2018-08-01","2018-09-01",51.55,5.55,1,2.20505411387421,18.7869904912077,138.647952075116
